"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Munster et al. 2020","VM_RM3",3,"Invasive","4.09","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Colon (Cecum)","Cecum",NA,"rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM3",3,"Invasive","3.92","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Colon","Colon",NA,"rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM4",3,"Invasive","7.82","7.1722799999999998","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","6","4.6042800000000002","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","7.77","7.6145399999999999","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","6.21","4.3054699999999997","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","5.58","3.9626600000000001","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","7.57","7.3166900000000004","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","ORF7","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g","TCID50"
"Munster et al. 2020","VM_RM4",3,"Invasive","6.25","5.5506000000000002",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Mediastinal LN","Mediastinal LN",NA,"rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM4",3,"Invasive","7.05","6.6352700000000002",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Tonsil","Tonsil",NA,"rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM4",3,"Invasive","3.88","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Stomach","Stomach",NA,"rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM4",3,"Invasive","4.04","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","ORF7","Heart","Heart",NA,"rhesus macaque","Female","Adult","Adult","5",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/g","log10 mRNA copies/g",NA
"Munster et al. 2020","VM_RM5",1,"Non-invasive","8.4548439999999996",NA,"4","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM5",3,"Non-invasive","6.8243130000000001",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM5",5,"Non-invasive","5.7212769999999997",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM6",1,"Non-invasive","7.1902990000000004",NA,"3.75","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM6",3,"Non-invasive","5.5586039999999999",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM6",5,"Non-invasive","4.9320969999999997",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM7",1,"Non-invasive","8.4715779999999992",NA,"4.75","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM7",3,"Non-invasive","6.5492590000000002",NA,"1","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM7",5,"Non-invasive","5.9128020000000001",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Male","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM8",1,"Non-invasive","8.3815380000000008",NA,"3.75","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM8",3,"Non-invasive","6.2036499999999997",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Munster et al. 2020","VM_RM8",5,"Non-invasive","6.4222469999999996",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"BAL","BAL","log10 TCID50/mL","rhesus macaque","Female","Juvenile","Adult","4",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 RNA copies/mL",NA,"TCID50"
"Nagata et al. 2021","NN_#5399",1,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",1,"Non-invasive","2.12","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",1,"Non-invasive","2.35","Neg","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",1,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5399",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",1,"Non-invasive","2.01","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",1,"Non-invasive","3.25","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",4,"Non-invasive","2.37","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
