"","article","indiv","dpi","dpi_idx","sample_type","st_idx","sample_rep","val_total","pos_total","cens_total","val_sg","pos_sg","cens_sg","val_inf","pos_inf","lodq_sg","lodq_total","tg_total","tg_sg","tg_idx","cell_line","cell_idx","culture_assay","assay_idx","animal_species","sp_idx","age_class_stand","age_years_rep","age_class_rep","age_idx","sex","sex_idx","units_total","units_sg","units_inf","lod_total","loq_total","lod_sg","loq_sg","lod_inf","loq_inf","sample_grp","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","viral_strain","organ_system","log10_dose_pfu"
"1001","Nagata et al. 2021","NN_#5403",1,1,"Non-invasive",0,"Nasal Swab","3.25",1,0,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1002","Nagata et al. 2021","NN_#5403",4,2,"Non-invasive",0,"Nasal Swab","2.37",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1003","Nagata et al. 2021","NN_#5403",7,2,"Non-invasive",0,"Nasal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1004","Nagata et al. 2021","NN_#5403",10,2,"Non-invasive",0,"Nasal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1005","Nagata et al. 2021","NN_#5403",14,2,"Non-invasive",0,"Nasal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1006","Nagata et al. 2021","NN_#5403",21,2,"Non-invasive",0,"Nasal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1007","Nagata et al. 2021","NN_#5403",28,2,"Non-invasive",0,"Nasal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1008","Nagata et al. 2021","NN_#5403",1,1,"Non-invasive",0,"Throat Swab","4.35",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1009","Nagata et al. 2021","NN_#5403",4,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1010","Nagata et al. 2021","NN_#5403",7,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1011","Nagata et al. 2021","NN_#5403",10,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1012","Nagata et al. 2021","NN_#5403",14,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1013","Nagata et al. 2021","NN_#5403",21,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1014","Nagata et al. 2021","NN_#5403",28,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1015","Nagata et al. 2021","NN_#5403",1,3,"Non-invasive",0,"Rectal Swab","3.2",1,0,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1016","Nagata et al. 2021","NN_#5403",4,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1017","Nagata et al. 2021","NN_#5403",7,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1018","Nagata et al. 2021","NN_#5403",10,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1019","Nagata et al. 2021","NN_#5403",14,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1020","Nagata et al. 2021","NN_#5403",21,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1021","Nagata et al. 2021","NN_#5403",28,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1022","Nagata et al. 2021","NN_#5404",1,1,"Non-invasive",0,"Conjunctival Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Ocular Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1023","Nagata et al. 2021","NN_#5404",4,2,"Non-invasive",0,"Conjunctival Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Ocular Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1024","Nagata et al. 2021","NN_#5404",7,2,"Non-invasive",0,"Conjunctival Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Ocular Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1025","Nagata et al. 2021","NN_#5404",1,1,"Non-invasive",0,"Nasal Swab","4.39",1,0,"Pos",1,3,"Pos",1,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1026","Nagata et al. 2021","NN_#5404",4,2,"Non-invasive",0,"Nasal Swab","3.8",1,0,"Pos",1,3,"Pos",1,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1027","Nagata et al. 2021","NN_#5404",7,2,"Non-invasive",0,"Nasal Swab","4.14",1,0,"Pos",1,3,"Pos",1,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Nasal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1028","Nagata et al. 2021","NN_#5404",1,1,"Non-invasive",0,"Throat Swab","5.7",1,0,"Pos",1,3,"Pos",1,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1029","Nagata et al. 2021","NN_#5404",4,2,"Non-invasive",0,"Throat Swab","3.8",1,0,"Pos",1,3,"Pos",1,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1030","Nagata et al. 2021","NN_#5404",7,2,"Non-invasive",0,"Throat Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Oropharyngeal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","URT",7.42118929906994
"1031","Nagata et al. 2021","NN_#5404",1,3,"Non-invasive",0,"Rectal Swab","3.85",1,0,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1032","Nagata et al. 2021","NN_#5404",4,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1033","Nagata et al. 2021","NN_#5404",7,3,"Non-invasive",0,"Rectal Swab","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Anal / Rectal Sample",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1034","Nagata et al. 2021","NN_#5404",7,2,"Invasive",1,"Trachea","2.73",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Trachea",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","LRT",7.42118929906994
"1035","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Lung (upper lobe)","1.03",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Lung (Upper)",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","LRT",7.42118929906994
"1036","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Lung (lower lobe)","0.96",1,0,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Lung (Lower)",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","LRT",7.42118929906994
"1037","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Tonsil","3.98",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Tonsil",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1038","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Cervical LN","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Cervical LN",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1039","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Salivary gland","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Salivary gland",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1040","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Kidney","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Kidney",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1041","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Small intestine","-1.18",1,0,"Pos",1,3,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Small intestine",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1042","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Intestine (large)","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Colon",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","GI",7.42118929906994
"1043","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Mesenteric LN","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Mesenteric LN",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1044","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Brain cortex","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Brain (Cortex)",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1045","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Olfactory bulb","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Brain (Olfactory bulb)",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1046","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Midbrain","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Brain (Midbrain)",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1047","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Spleen","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Spleen",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
"1048","Nagata et al. 2021","NN_#5404",7,3,"Invasive",1,"Liver","-9",0,1,"-9",0,1,"-9",0,-9,-9,"N","N",1,"Vero E6/TMPRSS2",3,"TCID50",0,"cynomolgus macaque",2,"Adult","5","Adult",2,"Female",1,"log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","1.5","Unknown","Liver",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","SARS-CoV-2/human/JPN/WK-521/2020","Other",7.42118929906994
